,Path,Emotions,Gender,Intensity,Line
13,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-06-02-02-01-16.wav,fear,1,1,Dogs are sitting by the door
14,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-05-02-02-02-16.wav,angry,1,1,Dogs are sitting by the door
15,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-04-01-02-01-16.wav,sad,1,0,Dogs are sitting by the door
16,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-04-02-01-01-16.wav,sad,1,1,Kids are talking by the door
17,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-03-02-01-01-16.wav,happy,1,1,Kids are talking by the door
18,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-03-01-02-01-16.wav,happy,1,0,Dogs are sitting by the door
19,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-02-02-02-02-16.wav,calm,1,1,Dogs are sitting by the door
20,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-01-01-01-01-16.wav,neutral,1,0,Kids are talking by the door
21,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-02-01-01-02-16.wav,calm,1,0,Kids are talking by the door
22,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-04-02-02-01-16.wav,sad,1,1,Dogs are sitting by the door
23,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-04-01-01-01-16.wav,sad,1,0,Kids are talking by the door
24,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-06-02-01-01-16.wav,fear,1,1,Kids are talking by the door
25,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-05-02-01-02-16.wav,angry,1,1,Kids are talking by the door
26,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-05-01-02-02-16.wav,angry,1,0,Dogs are sitting by the door
27,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-06-01-02-01-16.wav,fear,1,0,Dogs are sitting by the door
28,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-01-01-02-01-16.wav,neutral,1,0,Dogs are sitting by the door
29,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-02-01-02-02-16.wav,calm,1,0,Dogs are sitting by the door
30,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-02-02-01-02-16.wav,calm,1,1,Kids are talking by the door
31,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-03-01-01-01-16.wav,happy,1,0,Kids are talking by the door
32,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-03-02-02-01-16.wav,happy,1,1,Dogs are sitting by the door
33,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-02-01-01-01-16.wav,calm,1,0,Kids are talking by the door
34,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-01-01-01-02-16.wav,neutral,1,0,Kids are talking by the door
35,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-02-02-02-01-16.wav,calm,1,1,Dogs are sitting by the door
36,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-03-01-02-02-16.wav,happy,1,0,Dogs are sitting by the door
37,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-03-02-01-02-16.wav,happy,1,1,Kids are talking by the door
38,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-04-02-01-02-16.wav,sad,1,1,Kids are talking by the door
39,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-04-01-02-02-16.wav,sad,1,0,Dogs are sitting by the door
40,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-05-02-02-01-16.wav,angry,1,1,Dogs are sitting by the door
41,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-06-02-02-02-16.wav,fear,1,1,Dogs are sitting by the door
42,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-06-01-01-02-16.wav,fear,1,0,Kids are talking by the door
43,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_16/03-02-05-01-01-01-16.wav,angry,1,0,Kids are talking by the door
44,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-04-02-02-02-11.wav,sad,0,1,Dogs are sitting by the door
45,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-04-01-01-02-11.wav,sad,0,0,Kids are talking by the door
46,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-05-02-01-01-11.wav,angry,0,1,Kids are talking by the door
47,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-06-02-01-02-11.wav,fear,0,1,Kids are talking by the door
48,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-06-01-02-02-11.wav,fear,0,0,Dogs are sitting by the door
49,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-05-01-02-01-11.wav,angry,0,0,Dogs are sitting by the door
50,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-02-01-02-01-11.wav,calm,0,0,Dogs are sitting by the door
51,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-01-01-02-02-11.wav,neutral,0,0,Dogs are sitting by the door
52,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-02-02-01-01-11.wav,calm,0,1,Kids are talking by the door
53,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-03-01-01-02-11.wav,happy,0,0,Kids are talking by the door
54,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-03-02-02-02-11.wav,happy,0,1,Dogs are sitting by the door
55,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-01-01-01-01-11.wav,neutral,0,0,Kids are talking by the door
56,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-02-01-01-02-11.wav,calm,0,0,Kids are talking by the door
57,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-02-02-02-02-11.wav,calm,0,1,Dogs are sitting by the door
58,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-03-01-02-01-11.wav,happy,0,0,Dogs are sitting by the door
59,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-03-02-01-01-11.wav,happy,0,1,Kids are talking by the door
60,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-04-02-01-01-11.wav,sad,0,1,Kids are talking by the door
61,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-04-01-02-01-11.wav,sad,0,0,Dogs are sitting by the door
62,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-06-02-02-01-11.wav,fear,0,1,Dogs are sitting by the door
63,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-05-02-02-02-11.wav,angry,0,1,Dogs are sitting by the door
64,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-05-01-01-02-11.wav,angry,0,0,Kids are talking by the door
65,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-06-01-01-01-11.wav,fear,0,0,Kids are talking by the door
66,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-03-02-02-01-11.wav,happy,0,1,Dogs are sitting by the door
67,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-03-01-01-01-11.wav,happy,0,0,Kids are talking by the door
68,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-02-02-01-02-11.wav,calm,0,1,Kids are talking by the door
69,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-01-01-02-01-11.wav,neutral,0,0,Dogs are sitting by the door
70,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-02-01-02-02-11.wav,calm,0,0,Dogs are sitting by the door
71,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-05-01-02-02-11.wav,angry,0,0,Dogs are sitting by the door
72,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-06-01-02-01-11.wav,fear,0,0,Dogs are sitting by the door
73,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-06-02-01-01-11.wav,fear,0,1,Kids are talking by the door
74,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-05-02-01-02-11.wav,angry,0,1,Kids are talking by the door
75,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-04-01-01-01-11.wav,sad,0,0,Kids are talking by the door
76,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-04-02-02-01-11.wav,sad,0,1,Dogs are sitting by the door
77,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-06-01-01-02-11.wav,fear,0,0,Kids are talking by the door
78,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-05-01-01-01-11.wav,angry,0,0,Kids are talking by the door
79,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-05-02-02-01-11.wav,angry,0,1,Dogs are sitting by the door
80,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-06-02-02-02-11.wav,fear,0,1,Dogs are sitting by the door
81,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-04-01-02-02-11.wav,sad,0,0,Dogs are sitting by the door
82,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-04-02-01-02-11.wav,sad,0,1,Kids are talking by the door
83,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-03-02-01-02-11.wav,happy,0,1,Kids are talking by the door
84,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-03-01-02-02-11.wav,happy,0,0,Dogs are sitting by the door
85,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-02-02-02-01-11.wav,calm,0,1,Dogs are sitting by the door
86,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-02-01-01-01-11.wav,calm,0,0,Kids are talking by the door
87,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_11/03-02-01-01-01-02-11.wav,neutral,0,0,Kids are talking by the door
88,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-02-01-01-01-20.wav,calm,1,0,Kids are talking by the door
89,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-01-01-01-02-20.wav,neutral,1,0,Kids are talking by the door
90,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-02-02-02-01-20.wav,calm,1,1,Dogs are sitting by the door
91,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-03-01-02-02-20.wav,happy,1,0,Dogs are sitting by the door
92,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-03-02-01-02-20.wav,happy,1,1,Kids are talking by the door
93,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-04-02-01-02-20.wav,sad,1,1,Kids are talking by the door
94,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-04-01-02-02-20.wav,sad,1,0,Dogs are sitting by the door
95,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-05-02-02-01-20.wav,angry,1,1,Dogs are sitting by the door
96,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-06-02-02-02-20.wav,fear,1,1,Dogs are sitting by the door
97,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-06-01-01-02-20.wav,fear,1,0,Kids are talking by the door
98,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-05-01-01-01-20.wav,angry,1,0,Kids are talking by the door
99,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-04-02-02-01-20.wav,sad,1,1,Dogs are sitting by the door
100,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-04-01-01-01-20.wav,sad,1,0,Kids are talking by the door
101,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-06-02-01-01-20.wav,fear,1,1,Kids are talking by the door
102,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-05-02-01-02-20.wav,angry,1,1,Kids are talking by the door
103,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-05-01-02-02-20.wav,angry,1,0,Dogs are sitting by the door
104,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-06-01-02-01-20.wav,fear,1,0,Dogs are sitting by the door
105,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-01-01-02-01-20.wav,neutral,1,0,Dogs are sitting by the door
106,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-02-01-02-02-20.wav,calm,1,0,Dogs are sitting by the door
107,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-02-02-01-02-20.wav,calm,1,1,Kids are talking by the door
108,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-03-01-01-01-20.wav,happy,1,0,Kids are talking by the door
109,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-03-02-02-01-20.wav,happy,1,1,Dogs are sitting by the door
110,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-05-01-01-02-20.wav,angry,1,0,Kids are talking by the door
111,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-06-01-01-01-20.wav,fear,1,0,Kids are talking by the door
112,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-06-02-02-01-20.wav,fear,1,1,Dogs are sitting by the door
113,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-05-02-02-02-20.wav,angry,1,1,Dogs are sitting by the door
114,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-04-01-02-01-20.wav,sad,1,0,Dogs are sitting by the door
115,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-04-02-01-01-20.wav,sad,1,1,Kids are talking by the door
116,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-03-02-01-01-20.wav,happy,1,1,Kids are talking by the door
117,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-03-01-02-01-20.wav,happy,1,0,Dogs are sitting by the door
118,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-02-02-02-02-20.wav,calm,1,1,Dogs are sitting by the door
119,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-01-01-01-01-20.wav,neutral,1,0,Kids are talking by the door
120,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-02-01-01-02-20.wav,calm,1,0,Kids are talking by the door
121,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-03-02-02-02-20.wav,happy,1,1,Dogs are sitting by the door
122,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-03-01-01-02-20.wav,happy,1,0,Kids are talking by the door
123,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-02-02-01-01-20.wav,calm,1,1,Kids are talking by the door
124,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-02-01-02-01-20.wav,calm,1,0,Dogs are sitting by the door
125,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-01-01-02-02-20.wav,neutral,1,0,Dogs are sitting by the door
126,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-06-01-02-02-20.wav,fear,1,0,Dogs are sitting by the door
127,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-05-01-02-01-20.wav,angry,1,0,Dogs are sitting by the door
128,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-05-02-01-01-20.wav,angry,1,1,Kids are talking by the door
129,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-06-02-01-02-20.wav,fear,1,1,Kids are talking by the door
130,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-04-01-01-02-20.wav,sad,1,0,Kids are talking by the door
131,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_20/03-02-04-02-02-02-20.wav,sad,1,1,Dogs are sitting by the door
132,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-03-02-01-02-21.wav,happy,0,1,Kids are talking by the door
133,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-03-01-02-02-21.wav,happy,0,0,Dogs are sitting by the door
134,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-02-02-02-01-21.wav,calm,0,1,Dogs are sitting by the door
135,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-01-01-01-02-21.wav,neutral,0,0,Kids are talking by the door
136,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-02-01-01-01-21.wav,calm,0,0,Kids are talking by the door
137,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-05-01-01-01-21.wav,angry,0,0,Kids are talking by the door
138,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-06-01-01-02-21.wav,fear,0,0,Kids are talking by the door
139,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-06-02-02-02-21.wav,fear,0,1,Dogs are sitting by the door
140,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-05-02-02-01-21.wav,angry,0,1,Dogs are sitting by the door
141,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-04-01-02-02-21.wav,sad,0,0,Dogs are sitting by the door
142,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-04-02-01-02-21.wav,sad,0,1,Kids are talking by the door
143,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-06-01-02-01-21.wav,fear,0,0,Dogs are sitting by the door
144,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-05-01-02-02-21.wav,angry,0,0,Dogs are sitting by the door
145,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-05-02-01-02-21.wav,angry,0,1,Kids are talking by the door
146,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-06-02-01-01-21.wav,fear,0,1,Kids are talking by the door
147,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-04-01-01-01-21.wav,sad,0,0,Kids are talking by the door
148,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-04-02-02-01-21.wav,sad,0,1,Dogs are sitting by the door
149,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-03-02-02-01-21.wav,happy,0,1,Dogs are sitting by the door
150,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-03-01-01-01-21.wav,happy,0,0,Kids are talking by the door
151,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-02-02-01-02-21.wav,calm,0,1,Kids are talking by the door
152,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-02-01-02-02-21.wav,calm,0,0,Dogs are sitting by the door
153,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-01-01-02-01-21.wav,neutral,0,0,Dogs are sitting by the door
154,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-04-02-01-01-21.wav,sad,0,1,Kids are talking by the door
155,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-04-01-02-01-21.wav,sad,0,0,Dogs are sitting by the door
156,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-05-02-02-02-21.wav,angry,0,1,Dogs are sitting by the door
157,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-06-02-02-01-21.wav,fear,0,1,Dogs are sitting by the door
158,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-06-01-01-01-21.wav,fear,0,0,Kids are talking by the door
159,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-05-01-01-02-21.wav,angry,0,0,Kids are talking by the door
160,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-02-01-01-02-21.wav,calm,0,0,Kids are talking by the door
161,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-01-01-01-01-21.wav,neutral,0,0,Kids are talking by the door
162,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-02-02-02-02-21.wav,calm,0,1,Dogs are sitting by the door
163,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-03-01-02-01-21.wav,happy,0,0,Dogs are sitting by the door
164,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-03-02-01-01-21.wav,happy,0,1,Kids are talking by the door
165,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-01-01-02-02-21.wav,neutral,0,0,Dogs are sitting by the door
166,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-02-01-02-01-21.wav,calm,0,0,Dogs are sitting by the door
167,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-02-02-01-01-21.wav,calm,0,1,Kids are talking by the door
168,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-03-01-01-02-21.wav,happy,0,0,Kids are talking by the door
169,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-03-02-02-02-21.wav,happy,0,1,Dogs are sitting by the door
170,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-04-02-02-02-21.wav,sad,0,1,Dogs are sitting by the door
171,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-04-01-01-02-21.wav,sad,0,0,Kids are talking by the door
172,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-06-02-01-02-21.wav,fear,0,1,Kids are talking by the door
173,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-05-02-01-01-21.wav,angry,0,1,Kids are talking by the door
174,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-05-01-02-01-21.wav,angry,0,0,Dogs are sitting by the door
175,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_21/03-02-06-01-02-02-21.wav,fear,0,0,Dogs are sitting by the door
176,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_19/03-02-04-02-01-02-19.wav,sad,0,1,Kids are talking by the door
177,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_19/03-02-04-01-02-02-19.wav,sad,0,0,Dogs are sitting by the door
178,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_19/03-02-05-02-02-01-19.wav,angry,0,1,Dogs are sitting by the door
179,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_19/03-02-06-02-02-02-19.wav,fear,0,1,Dogs are sitting by the door
180,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_19/03-02-06-01-01-02-19.wav,fear,0,0,Kids are talking by the door
181,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_19/03-02-05-01-01-01-19.wav,angry,0,0,Kids are talking by the door
182,kaggle/input/ravdess-emotional-song-audio/audio_song_actors_01-24/Actor_19/03-02-02-01-01-01-19.wav,calm,0,0,Kids are talking by the door
